product_name,category,material,review_num,image_url,rating,size_recommendations,styling_suggestion,unique_product_features,keywords,recommend_indicators
페라가모 바라 펌프스 0574571,구두,천연가죽,46,https://img.danawa.com/prod_img/500000/704/940/img/3940704_1.jpg?shrink=330:*&_v=20230210141307,4.5
프로스펙스 엑스모션 BX 211 PW0MW21F541,워킹화,폴리에스터,45,https://img.danawa.com/prod_img/500000/914/141/img/15141914_1.jpg?shrink=330:*&_v=20210901124318,5.0
UGG 울트라 미니 플랫폼 16633-02522,부츠,천연가죽,44,https://img.danawa.com/prod_img/500000/213/797/img/18797213_1.jpg?shrink=330:*&_v=20231010173539,5.0
꼼데가르송 플레이 X 컨버스 척 70 P1K1112,캐주얼화,패브릭,41,https://img.danawa.com/prod_img/500000/756/940/img/6940756_1.jpg?shrink=330:*&_v=20230922105803,3.8
스케쳐스 고 런 패스트 SP0MRCDX121,런닝화,인조가죽,39,https://img.danawa.com/prod_img/500000/538/904/img/18904538_1.jpg?shrink=330:*&_v=20230201174814,5.0
뉴발란스 프레쉬폼x 880x12 4E M880B12,런닝화,폴리에스터,38,https://img.danawa.com/prod_img/500000/239/106/img/20106239_1.jpg?shrink=330:*&_v=20230725120123,5.0
메종마르지엘라 타비 발레리나 플랫 슈즈 S58WZ0042 P3753,구두,천연가죽,38,https://img.danawa.com/prod_img/500000/597/155/img/12155597_1.jpg?shrink=330:*&_v=20230907152213,3.8
락포트 로빈슨 플레인 토 WP 미디움 구두 CI3077,구두,천연가죽,36,https://img.danawa.com/prod_img/500000/589/119/img/17119589_1.jpg?shrink=330:*&_v=20220602160731,4.0
락포트 트루플렉스 드레스포츠 윙팁 CI9552,캐주얼화,천연가죽,35,https://img.danawa.com/prod_img/500000/884/144/img/13144884_1.jpg?shrink=330:*&_v=20220929101115,3.8
스케쳐스 맥스 쿠셔닝 엘리트 SP0MRCDX051,런닝화,폴리에스터,34,https://img.danawa.com/prod_img/500000/847/075/img/19075847_1.jpg?shrink=330:*&_v=20230526140540,5.0
크록스 듀엣 맥스 2 클로그 208776-160,샌들,EVA,33,https://img.danawa.com/prod_img/500000/401/501/img/21501401_1.jpg?shrink=330:*&_v=20230712130525,4.8
아디다스 울트라부스트 22 GZ0127,런닝화,"천연가죽,인조가죽,PU(폴리우레탄)",33,https://img.danawa.com/prod_img/500000/748/390/img/16390748_1.jpg?shrink=330:*&_v=20220701173335,4.8
휠라 레인저 22 1RM02145E_001,운동화,"인조가죽,폴리에스터",33,https://img.danawa.com/prod_img/500000/691/614/img/17614691_1.jpg?shrink=330:*&_v=20220808110003,4.5
비에프엘 아웃도어 방한부츠 M100 (블랙),부츠,인조가죽,32,https://img.danawa.com/prod_img/500000/220/986/img/17986220_1.jpg?shrink=330:*&_v=20221013132744,3.8
웨버 콜드 블락 3.0 WV19080 (BK),캐주얼화,인조가죽+폴리에스터,32,https://img.danawa.com/prod_img/500000/720/948/img/9948720_1.jpg?shrink=330:*&_v=20201117101929,4.8
르까프 스템 V2 1121SB403,슬립온,인조가죽,31,https://img.danawa.com/prod_img/500000/800/990/img/15990800_1.jpg?shrink=330:*&_v=20220224092744,4.8
버윅 옥스퍼드 5341 4406,구두,천연가죽,31,https://img.danawa.com/prod_img/500000/697/648/img/16648697_1.jpg?shrink=330:*&_v=20231005132655,4.5
아이더 쿠거 DUF20N80,스니커즈,인조가죽,31,https://img.danawa.com/prod_img/500000/054/097/img/13097054_1.jpg?shrink=330:*&_v=20210108141507,5.0
닥터마틴 2976 YS 첼시부츠 22227001,부츠,천연가죽,31,https://img.danawa.com/prod_img/500000/673/619/img/5619673_1.jpg?shrink=330:*&_v=20201008132123,4.8
